"Sample_Id","Sex","Season","Seasonsex","x","y","Month","Plotname","Shannon","level","lon","lat"
9185,"Male","Summer","MaleSummer",629038.4504,3432554.731,"September","Site_F",2.241464,"Genus",34.35164,30.951801
9186,"Male","Summer","MaleSummer",629594.8274,3434724.378,"September","Site_F",2.465159,"Genus",34.357746,30.971365
9187,"Male","Summer","MaleSummer",621065.1192,3443625.102,"September","Site_I",1.074323,"Genus",34.26945,31.051624
9001,"Male","Spring","MaleSpring",628595.6032,3436332.539,"Feb","Site_A",1.108081,"ESV",34.347482,30.985866
9002,"Male","Spring","MaleSpring",627918.2031,3432722.855,"Feb","Site_B",2.108444,"ESV",34.339927,30.953317
9003,"Male","Spring","MaleSpring",626555.8891,3431916.058,"Feb","Site_B",1.873796,"ESV",34.325556,30.946042
9004,"Male","Spring","MaleSpring",626688.5426,3432399.804,"Feb","Site_B",1.598279,"ESV",34.327006,30.950404
9005,"Male","Spring","MaleSpring",621209.0302,3430408.04,"March","Site_C",1.689865,"ESV",34.269372,30.932444
9006,"Male","Spring","MaleSpring",629005.6108,3443949.262,"March","Site_D",1.597146,"ESV",34.352753,31.054547
9007,"Male","Spring","MaleSpring",628780.0321,3443944.715,"March","Site_D",1.860205,"ESV",34.350387,31.054506
9008,"Male","Spring","MaleSpring",629696.8647,3444837.571,"March","Site_D",2.51869,"ESV",34.360116,31.062557
9009,"Male","Spring","MaleSpring",628358.519,3443630.979,"March","Site_D",1.361862,"ESV",34.345927,31.051677
9010,"Male","Spring","MaleSpring",619262.3308,3446285.703,"March","Site_E",1.267288,"ESV",34.250862,31.075615
9011,"Male","Spring","MaleSpring",619348.4246,3446210.07,"March","Site_E",1.377774,"ESV",34.251756,31.074933
9012,"Male","Spring","MaleSpring",620004.8581,3444962.888,"March","Site_E",0.611254,"ESV",34.258492,31.063687
9013,"Male","Spring","MaleSpring",620802.6718,3444857.311,"March","Site_E",0.843184,"ESV",34.266846,31.062735
9014,"Male","Spring","MaleSpring",620076.5416,3431007.343,"March","Site_C",1.687123,"ESV",34.257583,30.937848
9015,"Male","Spring","MaleSpring",621869.1764,3429631.629,"March","Site_C",2.644416,"ESV",34.276192,30.925443
9016,"Male","Spring","MaleSpring",619266.3852,3444923.852,"March","Site_E",1.674757,"ESV",34.250743,31.063335
9017,"Male","Spring","MaleSpring",619344.1708,3444664.789,"March","Site_E",2.444035,"ESV",34.251528,31.060999
9018,"Male","Spring","MaleSpring",619615.8725,3445486.669,"March","Site_E",1.270349,"ESV",34.254475,31.06841
9019,"Male","Spring","MaleSpring",620948.784,3445936.036,"March","Site_E",2.230058,"ESV",34.268508,31.072462
9020,"Male","Spring","MaleSpring",619985.5726,3445182.914,"March","Site_E",0.532863,"ESV",34.258316,31.065671
9021,"Male","Spring","MaleSpring",620133.721,3446298.901,"March","Site_E",1.639567,"ESV",34.260003,31.075734
9022,"Male","Spring","MaleSpring",629154.0366,3434498.253,"March","Site_F",1.195654,"ESV",34.353099,30.969326
9023,"Male","Spring","MaleSpring",630025.9151,3433655.968,"March","Site_F",0.716212,"ESV",34.362125,30.961731
9024,"Male","Spring","MaleSpring",628862.9547,3443354.838,"March","Site_D",2.829392,"ESV",34.351181,31.049187
9025,"Male","Spring","MaleSpring",628092.4961,3444616.326,"March","Site_D",2.311876,"ESV",34.343263,31.060562
9026,"Male","Spring","MaleSpring",628039.9961,3445107.724,"March","Site_D",0.521493,"ESV",34.342775,31.064993
9027,"Male","Spring","MaleSpring",628967.7778,3444500.99,"March","Site_D",0.612274,"ESV",34.352427,31.059522
9028,"Male","Spring","MaleSpring",628602.7282,3443022.804,"March","Site_D",1.856786,"ESV",34.34841,31.046193
9029,"Male","Spring","MaleSpring",628722.4965,3443876.845,"March","Site_D",1.960141,"ESV",34.349775,31.053894
9030,"Male","Spring","MaleSpring",621711.9169,3429530.044,"March","Site_C",1.620343,"ESV",34.274533,30.924527
9031,"Male","Spring","MaleSpring",621588.5527,3430103.397,"March","Site_C",0.896465,"ESV",34.27331,30.929697
9032,"Male","Spring","MaleSpring",620380.9886,3430304.903,"March","Site_C",1.174046,"ESV",34.260688,30.931514
9033,"Male","Spring","MaleSpring",628921.8149,3437364.686,"March","Site_A",1.182743,"ESV",34.351032,30.995173
9034,"Male","Spring","MaleSpring",629039.2515,3436929.181,"March","Site_A",0.650124,"ESV",34.352207,30.991246
9035,"Male","Spring","MaleSpring",627111.6091,3430668.766,"March","Site_B",0.516472,"ESV",34.33122,30.934795
9036,"Male","Spring","MaleSpring",627410.3412,3431125.008,"March","Site_B",0.520773,"ESV",34.334406,30.938909
9037,"Male","Spring","MaleSpring",626837.9387,3431675.072,"March","Site_B",2.888273,"ESV",34.32848,30.943869
9038,"Male","Spring","MaleSpring",626466.7297,3431634.926,"March","Site_B",1.412741,"ESV",34.324587,30.943507
9039,"Male","Spring","MaleSpring",627235.7708,3431199.2,"March","Site_B",2.40778,"ESV",34.332587,30.939578
9040,"Male","Spring","MaleSpring",627245.5105,3431270.731,"March","Site_B",1.207097,"ESV",34.332698,30.940223
9041,"Male","Spring","MaleSpring",627936.0824,3431732.186,"March","Site_B",1.950681,"ESV",34.339989,30.944384
9042,"Male","Spring","MaleSpring",627396.4189,3432148.172,"March","Site_B",0.847646,"ESV",34.334389,30.948135
9043,"Male","Spring","MaleSpring",620792.02,3429755.615,"March","Site_C",1.148177,"ESV",34.264927,30.926561
9044,"Male","Spring","MaleSpring",620141.4803,3431082.201,"March","Site_C",1.420798,"ESV",34.258272,30.938523
9045,"Male","Spring","MaleSpring",620152.1885,3431215.724,"March","Site_C",1.911036,"ESV",34.2584,30.939727
9046,"Male","Spring","MaleSpring",621166.7878,3429575.513,"March","Site_C",0.981279,"ESV",34.26883,30.924937
9047,"Male","Spring","MaleSpring",620404.8131,3429611.001,"March","Site_C",0.665857,"ESV",34.260855,30.925257
9048,"Female","Spring","FemaleSpring",628682.7628,3444554.333,"April","Site_D",2.843834,"ESV",34.349445,31.060003
9049,"Female","Spring","FemaleSpring",628837.4831,3443035.114,"April","Site_D",0.763023,"ESV",34.350873,31.046304
9050,"Female","Spring","FemaleSpring",628292.7313,3443747.313,"April","Site_D",1.75005,"ESV",34.345252,31.052726
9051,"Male","Spring","MaleSpring",630523.4841,3432831.426,"April","Site_F",1.749876,"ESV",34.367231,30.954296
9052,"Male","Spring","MaleSpring",629309.433,3434716.837,"April","Site_F",1.683996,"ESV",34.354755,30.971297
9053,"Male","Spring","MaleSpring",630169.3423,3433651.975,"April","Site_F",2.311962,"ESV",34.363627,30.961695
9054,"Male","Spring","MaleSpring",630180.9284,3432903.4,"April","Site_F",1.681827,"ESV",34.363652,30.954945
9055,"Male","Spring","MaleSpring",630551.7447,3433187.526,"April","Site_F",2.070472,"ESV",34.367573,30.957507
9056,"Male","Spring","MaleSpring",629572.489,3433460.895,"April","Site_F",2.788758,"ESV",34.35735,30.959972
9057,"Male","Spring","MaleSpring",630217.6689,3433875.106,"April","Site_F",0.757291,"ESV",34.364162,30.963707
9058,"Male","Spring","MaleSpring",630414.5055,3433611.053,"April","Site_F",1.324444,"ESV",34.36619,30.961326
9059,"Male","Spring","MaleSpring",630316.5897,3434640.649,"April","Site_F",1.906542,"ESV",34.365297,30.97061
9060,"Male","Spring","MaleSpring",629005.0473,3432789.063,"April","Site_F",0.927889,"ESV",34.35132,30.953914
9061,"Male","Spring","MaleSpring",629079.6093,3432553.733,"April","Site_F",0.746014,"ESV",34.352071,30.951792
9062,"Male","Spring","MaleSpring",630586.6041,3433255.952,"April","Site_F",1.931281,"ESV",34.367947,30.958124
9063,"Male","Spring","MaleSpring",626482.5154,3431592.23,"April","Site_B",2.761804,"ESV",34.324747,30.943122
9064,"Male","Spring","MaleSpring",628920.1903,3437028.215,"April","Site_A",2.987859,"ESV",34.350972,30.992139
9065,"Male","Spring","MaleSpring",628995.2703,3436591.713,"April","Site_A",1.972905,"ESV",34.351703,30.988203
9066,"Female","Spring","FemaleSpring",629060.0257,3437658.903,"April","Site_A",2.149449,"ESV",34.352518,30.997826
9067,"Male","Spring","MaleSpring",628597.7613,3435848.683,"April","Site_A",1.17699,"ESV",34.347443,30.981503
9068,"Male","Spring","MaleSpring",629606.2133,3436475.711,"April","Site_A",1.33357,"ESV",34.35809,30.987157
9069,"Male","Spring","MaleSpring",628364.4998,3437359.695,"April","Site_A",0.630152,"ESV",34.345191,30.995128
9070,"Male","Spring","MaleSpring",630707.0866,3434044.118,"April","Site_F",1.372237,"ESV",34.369311,30.965231
9071,"Male","Spring","MaleSpring",630771.1341,3433062.431,"April","Site_F",1.375647,"ESV",34.369855,30.956379
9072,"Male","Spring","MaleSpring",629817.3359,3433438.16,"April","Site_F",0.708076,"ESV",34.359912,30.959767
9073,"Female","Spring","FemaleSpring",623133.6768,3431673.741,"April","Site_G",0.774614,"ESV",34.289682,30.943857
9074,"Male","Spring","MaleSpring",622085.4018,3432000.785,"May","Site_G",0.524848,"ESV",34.278742,30.946806
9075,"Male","Spring","MaleSpring",621482.1441,3432522.237,"May","Site_G",1.778337,"ESV",34.272486,30.951508
9076,"Male","Spring","MaleSpring",622430.3864,3432038.602,"May","Site_G",2.058965,"ESV",34.28236,30.947147
9077,"Male","Spring","MaleSpring",623307.4432,3430935.036,"May","Site_G",1.137322,"ESV",34.291412,30.937196
9078,"Male","Spring","MaleSpring",623145.6474,3432040.377,"May","Site_G",1.590305,"ESV",34.289852,30.947163
9079,"Male","Spring","MaleSpring",622619.6978,3432171.571,"May","Site_G",1.635588,"ESV",34.284359,30.948346
9080,"Male","Spring","MaleSpring",623223.3136,3432422.205,"May","Site_G",0.742229,"ESV",34.290712,30.950606
9081,"Female","Spring","FemaleSpring",621855.7853,3432125.659,"May","Site_G",2.18192,"ESV",34.276352,30.947932
9082,"Female","Spring","FemaleSpring",621599.1631,3431068.227,"May","Site_G",2.270863,"ESV",34.273537,30.938397
9083,"Female","Spring","FemaleSpring",622357.7575,3431358.231,"May","Site_G",2.976989,"ESV",34.281517,30.941012
9084,"Male","Spring","MaleSpring",621805.0155,3432522.459,"May","Site_G",2.740477,"ESV",34.275868,30.95151
9085,"Female","Spring","FemaleSpring",622785.2045,3432125.659,"May","Site_G",1.851929,"ESV",34.286087,30.947932
9086,"Female","Spring","FemaleSpring",621592.5453,3433009.532,"May","Site_G",2.893873,"ESV",34.273701,30.955902
9087,"Female","Spring","FemaleSpring",623263.4342,3431229.92,"May","Site_G",1.480454,"ESV",34.290987,30.939855
9088,"Female","Spring","FemaleSpring",621991.5884,3432669.291,"May","Site_G",1.230019,"ESV",34.27784,30.952834
9089,"Female","Spring","FemaleSpring",621952.2245,3432962.288,"May","Site_G",1.95555,"ESV",34.277463,30.955476
9090,"Male","Spring","MaleSpring",622703.0303,3430976.957,"May","Site_G",1.802697,"ESV",34.285087,30.937574
9091,"Female","Spring","FemaleSpring",622953.5194,3432718.198,"May","Site_G",1.981647,"ESV",34.287922,30.953275
9092,"Female","Spring","FemaleSpring",622511.5388,3433095.368,"May","Site_H",1.359386,"ESV",34.283338,30.956676
9093,"Male","Spring","MaleSpring",622662.2713,3433854.035,"May","Site_H",2.31188,"ESV",34.285009,30.963517
9094,"Male","Spring","MaleSpring",623659.767,3432064.996,"May","Site_H",1.705373,"ESV",34.29524,30.947385
9095,"Male","Spring","MaleSpring",622999.8403,3433661.956,"May","Site_H",0.634347,"ESV",34.288522,30.961785
9096,"Female","Spring","FemaleSpring",624043.0014,3433067.311,"May","Site_H",1.648533,"ESV",34.299377,30.956423
9097,"Female","Spring","FemaleSpring",623344.0157,3432157.265,"May","Site_H",0.664882,"ESV",34.291944,30.948217
9098,"Female","Spring","FemaleSpring",623341.0512,3431862.382,"May","Site_H",0.982209,"ESV",34.291877,30.945558
9099,"Female","Spring","FemaleSpring",622810.0072,3431937.905,"May","Site_H",2.260945,"ESV",34.286324,30.946239
9100,"Male","Spring","MaleSpring",623642.8685,3433676.374,"May","Site_H",1.17002,"ESV",34.29526,30.961915
9101,"Male","Spring","MaleSpring",624226.5424,3432809.801,"May","Site_H",2.501934,"ESV",34.301268,30.954101
9102,"Female","Summer","FemaleSummer",627972.2615,3430981.393,"August","Site_B",1.078854,"ESV",34.340273,30.937614
9103,"Female","Summer","FemaleSummer",627980.2415,3430660.448,"August","Site_B",1.623016,"ESV",34.340316,30.93472
9104,"Female","Summer","FemaleSummer",626637.383,3432790.172,"August","Site_B",1.102919,"ESV",34.326519,30.953924
9105,"Female","Summer","FemaleSummer",620067.857,3444781.345,"August","Site_E",1.090228,"ESV",34.259131,31.06205
9106,"Female","Summer","FemaleSummer",619688.4785,3446843.53,"August","Site_E",1.164511,"ESV",34.255398,31.080645
9107,"Male","Summer","MaleSummer",620383.8401,3445995.478,"August","Site_E",1.007918,"ESV",34.26259,31.072998
9108,"Male","Summer","MaleSummer",622241.6545,3432020.526,"August","Site_G",2.230011,"ESV",34.280381,30.946984
9109,"Male","Summer","MaleSummer",621816.7109,3432783.961,"August","Site_G",0.688522,"ESV",34.276022,30.953868
9110,"Female","Summer","FemaleSummer",622466.8781,3432061.559,"August","Site_G",1.131667,"ESV",34.282745,30.947354
9111,"Female","Summer","FemaleSummer",622392.6792,3431178.351,"August","Site_G",0.857295,"ESV",34.281861,30.93939
9112,"Female","Summer","FemaleSummer",622290.6727,3432786.29,"August","Site_G",0.67012,"ESV",34.280987,30.953889
9113,"Female","Summer","FemaleSummer",622967.3571,3430965.978,"August","Site_G",0.878405,"ESV",34.287854,30.937475
9114,"Female","Summer","FemaleSummer",622741.1502,3431717.103,"August","Site_G",2.969918,"ESV",34.285576,30.944248
9115,"Female","Summer","FemaleSummer",622663.4088,3432453.257,"August","Site_G",1.314577,"ESV",34.284851,30.950886
9116,"Female","Summer","FemaleSummer",623255.1789,3431406.14,"August","Site_G",1.90524,"ESV",34.290922,30.941444
9117,"Female","Summer","FemaleSummer",629041.9557,3434171.098,"August","Site_F",1.303487,"ESV",34.351883,30.966376
9118,"Male","Summer","MaleSummer",630455.4699,3433020.954,"August","Site_F",0.508708,"ESV",34.366543,30.956005
9119,"Male","Summer","MaleSummer",630044.7263,3434696.986,"August","Site_F",2.574031,"ESV",34.362456,30.971118
9120,"Male","Summer","MaleSummer",629574.093,3433883.756,"August","Site_F",1.78797,"ESV",34.357421,30.963785
9121,"Female","Summer","FemaleSummer",629086.6979,3433413.54,"August","Site_F",0.891155,"ESV",34.352255,30.959545
9122,"Male","Summer","MaleSummer",630042.4891,3433083.502,"August","Site_F",2.824454,"ESV",34.362225,30.956569
9123,"Male","Summer","MaleSummer",630557.6741,3433194.402,"August","Site_F",1.56397,"ESV",34.367636,30.957569
9124,"Male","Summer","MaleSummer",620330.6228,3446322.522,"August","Site_E",1.228885,"ESV",34.262071,31.075947
9125,"Male","Summer","MaleSummer",620676.9437,3445378.209,"August","Site_E",1.936522,"ESV",34.26559,31.067432
9126,"Male","Summer","MaleSummer",619940.611,3445623.298,"August","Site_E",1.962263,"ESV",34.257897,31.069642
9127,"Male","Summer","MaleSummer",620592.9774,3446541.993,"August","Site_E",2.503037,"ESV",34.264849,31.077926
9128,"Male","Summer","MaleSummer",630459.1899,3433850.486,"August","Site_F",2.558923,"ESV",34.366689,30.963485
9129,"Male","Summer","MaleSummer",630051.1167,3433858.028,"August","Site_F",1.358136,"ESV",34.362415,30.963553
9130,"Male","Summer","MaleSummer",630405.6363,3433594.862,"August","Site_F",1.702349,"ESV",34.366095,30.96118
9131,"Female","Summer","FemaleSummer",623377.8276,3432787.288,"August","Site_H",2.740256,"ESV",34.292375,30.953898
9132,"Female","Summer","FemaleSummer",624146.3971,3432618.498,"August","Site_H",1.08655,"ESV",34.300405,30.952376
9133,"Male","Summer","MaleSummer",623057.9755,3433661.846,"August","Site_H",2.356568,"ESV",34.289131,30.961784
9134,"Male","Summer","MaleSummer",623490.1844,3433958.725,"August","Site_H",2.614414,"ESV",34.293695,30.964461
9135,"Female","Summer","FemaleSummer",623656.7784,3432967.279,"August","Site_H",2.476477,"ESV",34.295319,30.955521
9136,"Male","Summer","MaleSummer",624236.9816,3432025.294,"August","Site_H",1.248718,"ESV",34.301281,30.947027
9137,"Female","Summer","FemaleSummer",624278.5976,3433425.961,"August","Site_H",1.7448,"ESV",34.301889,30.959657
9138,"Female","Summer","FemaleSummer",623779.7366,3432738.492,"August","Site_H",2.814801,"ESV",34.296579,30.953458
9139,"Female","Summer","FemaleSummer",623808.314,3432073.869,"August","Site_H",1.028815,"ESV",34.296797,30.947465
9140,"Female","Summer","FemaleSummer",623690.6291,3431997.458,"August","Site_H",1.536716,"ESV",34.295555,30.946776
9141,"Female","Summer","FemaleSummer",623937.6272,3433286.116,"August","Site_H",1.895335,"ESV",34.2983,30.958396
9142,"Male","Summer","MaleSummer",623331.874,3432388.381,"August","Site_H",2.455904,"ESV",34.291845,30.950301
9143,"Female","Summer","FemaleSummer",624141.2373,3433824.425,"August","Site_H",1.746769,"ESV",34.300499,30.96325
9144,"Female","Summer","FemaleSummer",622889.2078,3432361.432,"August","Site_H",2.050944,"ESV",34.287205,30.950058
9145,"Male","Summer","MaleSummer",622479.1729,3432591.993,"August","Site_H",1.406897,"ESV",34.282938,30.952137
9146,"Male","Summer","MaleSummer",622507.6018,3432816.677,"August","Site_H",1.047405,"ESV",34.283263,30.954163
9147,"Female","Summer","FemaleSummer",626577.5149,3432207.725,"August","Site_B",1.318907,"ESV",34.325819,30.948672
9148,"Male","Summer","MaleSummer",626592.5246,3432166.026,"August","Site_B",2.127187,"ESV",34.325971,30.948296
9149,"Male","Summer","MaleSummer",629776.5526,3443428.92,"August","Site_D",1.986231,"ESV",34.36077,31.049855
9150,"Male","Summer","MaleSummer",628452.6146,3444080.235,"August","Site_D",2.49646,"ESV",34.346971,31.055728
9151,"Male","Summer","MaleSummer",628360.2926,3443077.366,"August","Site_D",2.632253,"ESV",34.345875,31.046685
9152,"Male","Summer","MaleSummer",629420.9,3444775.467,"August","Site_D",2.550725,"ESV",34.357214,31.061997
9153,"Male","Summer","MaleSummer",629054.8172,3444292.498,"August","Site_D",1.281455,"ESV",34.353313,31.057642
9154,"Male","Summer","MaleSummer",621329.1547,3430649.912,"August","Site_C",0.769533,"ESV",34.270659,30.934625
9155,"Male","Summer","MaleSummer",620177.5612,3429608.783,"August","Site_C",2.860543,"ESV",34.258475,30.925237
9156,"Male","Summer","MaleSummer",621787.9408,3430211.081,"August","Site_C",2.335855,"ESV",34.275411,30.930668
9157,"Male","Summer","MaleSummer",620358.5382,3431231.028,"August","Site_C",2.243782,"ESV",34.260563,30.939865
9158,"Male","Summer","MaleSummer",621785.3096,3431362.778,"August","Site_C",1.656754,"ESV",34.275522,30.941053
9159,"Male","Summer","MaleSummer",620198.0967,3431343.592,"August","Site_C",1.861745,"ESV",34.258896,30.94088
9160,"Male","Summer","MaleSummer",629515.5383,3434441.14,"September","Site_F",1.13579,"ESV",34.356879,30.968811
9161,"Female","Summer","FemaleSummer",629262.6939,3433470.987,"September","Site_F",0.525337,"ESV",34.354106,30.960063
9162,"Male","Summer","MaleSummer",630030.9266,3433799.805,"September","Site_F",2.65395,"ESV",34.362196,30.963028
9163,"Female","Summer","FemaleSummer",630199.7206,3434442.027,"September","Site_F",2.319615,"ESV",34.364047,30.968819
9164,"Male","Summer","MaleSummer",620232.3322,3429823.153,"September","Site_C",1.351296,"ESV",34.259074,30.92717
9165,"Male","Summer","MaleSummer",620322.5636,3430572.948,"September","Site_C",0.52475,"ESV",34.260108,30.933931
9166,"Male","Summer","MaleSummer",621627.7921,3430536.905,"September","Site_C",1.132774,"ESV",34.273773,30.933606
9167,"Male","Summer","MaleSummer",628146.3536,3443958.467,"September","Site_D",1.621557,"ESV",34.343744,31.05463
9167,"Male","Summer","MaleSummer",628146.3536,3443958.467,"September","Site_D",2.530779,"ESV",34.343744,31.05463
9168,"Male","Summer","MaleSummer",628165.5308,3444954.682,"September","Site_D",1.705254,"ESV",34.344072,31.063613
9169,"Male","Summer","MaleSummer",629710.7256,3444726.228,"September","Site_D",2.567808,"ESV",34.360247,31.061553
9170,"Male","Summer","MaleSummer",629532.596,3443638.742,"September","Site_D",0.587922,"ESV",34.358239,31.051747
9171,"Male","Summer","MaleSummer",628398.7702,3436894.802,"September","Site_A",1.485919,"ESV",34.345491,30.990936
9172,"Male","Summer","MaleSummer",627971.3893,3437585.155,"September","Site_A",2.671332,"ESV",34.3411,30.997161
9173,"Male","Summer","MaleSummer",627514.6287,3432725.96,"September","Site_B",1.278269,"ESV",34.3357,30.953345
9174,"Male","Summer","MaleSummer",627503.6149,3430728.984,"September","Site_B",0.527294,"ESV",34.335333,30.935338
9175,"Male","Summer","MaleSummer",626422.1511,3432194.417,"September","Site_B",2.403683,"ESV",34.32419,30.948552
9176,"Male","Summer","MaleSummer",620830.4766,3429506.534,"September","Site_C",2.784774,"ESV",34.2653,30.924315
9177,"Male","Summer","MaleSummer",629240.7472,3432609.515,"September","Site_F",2.853266,"ESV",34.353766,30.952295
9178,"Male","Summer","MaleSummer",629080.3844,3433868.896,"September","Site_F",1.480033,"ESV",34.352247,30.963651
9179,"Male","Summer","MaleSummer",629413.316,3434315.712,"September","Site_F",1.869956,"ESV",34.355792,30.96768
9180,"Male","Summer","MaleSummer",629049.7177,3437182.033,"September","Site_A",2.576958,"ESV",34.352349,30.993526
9181,"Male","Summer","MaleSummer",628630.2318,3437401.061,"September","Site_A",1.501079,"ESV",34.347981,30.995501
9182,"Male","Summer","MaleSummer",629783.6869,3436688.307,"September","Site_A",0.845755,"ESV",34.359977,30.989074
9183,"Male","Summer","MaleSummer",628470.4093,3437305.687,"September","Site_A",2.613242,"ESV",34.346294,30.994641
9184,"Male","Summer","MaleSummer",628576.0812,3436855.211,"September","Site_A",2.417401,"ESV",34.347344,30.990579
9185,"Male","Summer","MaleSummer",629038.4504,3432554.731,"September","Site_F",2.528331,"ESV",34.35164,30.951801
9186,"Male","Summer","MaleSummer",629594.8274,3434724.378,"September","Site_F",1.387376,"ESV",34.357746,30.971365
9187,"Male","Summer","MaleSummer",621065.1192,3443625.102,"September","Site_I",0.949445,"ESV",34.26945,31.051624
